name sample,ADP (mV),AHP (mV),AI,AP amplitude (mV),AP threshold (mV),AP width (ms),Max number of spikes,Input R (MOhm),Vm (mV),Latency (ms),Rheobase (pA),Sag ratio,Tau (ms),Cell type
04 17 2017 slice 4 cell 2,0.0,-22.93062396347523,91.05191890337777,56.03187717497349,-30.70875070989132,0.6000000000000449,68,134.00499849021438,-76.48423352435229,196.08,190.0,1.0192798081866352,5.300569987178478,BC
01 14 2017 slice 2 cell 7,0.0,-16.33826270699501,136.07053146483344,78.54348421096802,-42.37649217247964,0.5599999999999911,40,122.42854161560543,-67.23698836296796,18.84000000000001,170.84745762711862,1.0975874973632285,9.894487169348503,BC
08 31 2017 slice 2 cell 2,5.622994154691696,-6.844993680715562,118.95882662457252,74.07058030366899,-51.71363055706024,0.4799999999999249,151,95.34217068552972,-64.48246837079525,565.9200000000002,117.0,1.1135643158624315,6.5323936942719385,BC
11 01 2016 slice 2 cell 2,0.0,-11.97153702378273,106.02774172615185,76.99625194072723,-39.81007263064385,0.5600000000000049,72,160.78850638866425,-61.54080001890657,569.6800000000002,111.25,1.0618482887051026,8.059175084496394,BC
10 19 2016 slice 4 cell 4,0.0,-19.687499850988385,113.77172983756034,88.09375017881393,-42.9374985396862,0.3999999999999837,114,196.77025151252747,-74.99230744779109,25.40000000000001,98.0,1.0350262869790423,6.9080914967934035,BC
07 19 2017 slice 1 cell 2,0.0,-23.53310585021973,121.17908407382096,60.82010082900524,-39.33318704366685,0.439999999999996,108,106.97461874783032,-67.5581858319044,11.800000000000004,188.28571428571428,1.1482524946708683,7.023394696096475,BC
07 19 2017 slice 4 cell 2,0.0,-16.48535579442978,107.24120769741207,64.68182802200317,-38.69537264108658,0.5200000000000066,103,99.58202047646056,-72.43867860168218,17.600000000000005,240.0,1.0621250479718305,5.573629090227908,BC
07 06 2017 slice 3 cell 3,0.0,-21.50445431470871,109.5486289411524,62.278738245368004,-41.21689498424529,0.4800000000000082,103,170.89468340575692,-65.05472723037006,17.72,86.0,1.032262574383359,6.434458243108712,BC
01 27 2017 slice 4 cell 7,0.0,-20.29445767402649,102.80419509214943,76.47388428449632,-44.867172837257385,0.5600000000000049,77,213.69639435410502,-72.4404117500782,30.76000000000001,60.0,1.075710226283619,12.680744656890203,BC
04 28 2017 slice 2 cell 2,0.0,-17.963457852602005,176.20275123257647,63.28068859875202,-34.147091209888465,1.1599999999999944,11,178.16638727486136,-67.68198823720216,172.52000000000004,120.0,1.05225504737334,6.7357366628925375,NGC
07 19 2017 slice 2 cell 7,1.1091418564319608,-11.365260928869247,203.4782608695652,74.54138621687889,-35.49341484904289,1.0399999999999854,46,330.0645270645619,-58.356331812739384,30.36,56.0,1.1403299141937118,8.559269270708755,NGC
09 06 2017 slice 2 cell 2,0.0,-19.95310001075268,131.30449767069152,69.85334120690823,-28.47064472734928,0.8800000000000197,48,189.40399669110766,-65.31219434082509,149.44000000000003,110.0,1.1035809708349569,9.122844663088793,NGC
02 24 2017 slice 2 cell 2,0.0,-16.755964607000347,127.90789996030169,69.28479671478271,-37.47492656111717,1.1999999999999789,9,181.44595132768146,-73.90822674483061,587.96,85.88235294117645,1.0827694628490037,6.896307126801244,NGC
02 24 2017 slice 1 cell 7,0.0,-11.17965579032898,179.92735026295705,74.31193441152574,-41.072104126214974,0.920000000000004,26,241.13056683540344,-72.12009237110614,16.880000000000006,80.0,1.0817570961877958,5.669439592254332,NGC
03 06 2017 slice 1 cell 7,0.0,-13.399187475442885,544.2480549350178,64.71888720989227,-24.60406720638275,1.3200000000000156,5,157.5957555621861,-59.32809920221568,58.84,180.00000000000003,1.030864218436389,8.844514708343329,NGC
03 21 2017 slice 1 cell 2,0.0,-16.681600362062454,137.1566269648968,62.17663548886776,-38.5795533657074,1.2000000000000344,9,273.28337821364397,-69.51643863886596,190.16000000000003,68.0,1.0580995477468784,10.0625614431342,NGC
06 29 2017 slice 1 cell 7,0.0,-15.456747263669968,155.2361421709181,69.64702904224396,-34.781113266944885,1.0400000000000131,46,208.0064051002264,-67.2739293654263,72.52,114.54545454545456,1.0517470087614025,8.567071244046133,NGC
03 15 2017 slice 5 cell 2,0.4984401166439056,-8.824113756418226,185.8788676761027,69.75985318422318,-33.83960574865341,0.920000000000004,12,132.9983281195164,-67.30594783067703,35.56000000000001,140.0,1.07748419526183,7.202255868825477,NGC
03 29 2017 slice 3 cell 2,0.0,-16.955051571130753,157.07841656492138,70.24286687374115,-36.81362420320511,1.12000000000001,13,210.68554778397086,-77.4336488494277,166.84,60.0,1.0665199136661414,5.806182881188434,NGC
09 06 2017 slice 1 cell 2,0.0,-24.2314413189888,160.66999405211328,69.21316310763359,-28.203211724758148,1.2400000000000189,13,169.87017679214475,-70.43307151556016,572.1200000000001,118.0,1.07146740660082,7.045080045181186,NGC
04 28 2017 slice 5 cell 3,0.0,-18.557358533144,131.2381683517109,70.4464539885521,-34.044038504362106,1.12000000000001,7,202.21885623037812,-74.56518715769053,477.8000000000001,65.0,1.0338178022818243,10.144230113387627,NGC
03 21 2017 slice 5 cell 2,0.0,-16.13685116171837,168.40397365727767,69.27995011210443,-36.432642489671714,0.9600000000000164,15,169.42920151352874,-73.6021937713027,187.24000000000004,110.0,1.0720036427718351,7.401122791599628,NGC
09 05 2017 slice 1 cell 7,0.0,-4.58836555480957,166.657991037971,89.12792429327965,-50.779588520526886,0.9199999999999764,49,121.79237046837795,-67.25366806060076,263.7200000000001,110.0,1.1119193405998673,6.425110243445425,NGC
06 15 2017 slice 1 cell 2,0.0,-18.915526568889614,175.50612182093948,71.8507394194603,-38.352012634277344,1.2000000000000066,42,241.3365514725448,-71.51255515307187,136.68000000000004,60.0,1.0646020281568411,9.658767708290142,NGC
06 15 2017 slice 3 cell 2,0.0,-18.09044554829597,139.42721143353643,66.28416106104851,-26.23748406767845,0.8799999999999919,18,167.18714073300362,-72.8382457512617,71.76000000000002,127.0,1.041131986302821,8.225273291224509,NGC
07 05 2017 slice 3 cell 7,0.0,-21.559391170740128,158.59267727136194,64.40390273928642,-31.831040978431698,1.0000000000000009,12,192.5485743880272,-75.35973936021328,42.75999999999999,134.0,1.0566421562054575,5.529283700017435,NGC
